ID,comment,sentiment
1943,This item looks brilliant. Will buy again.,Positive
1944,This item proved to be terrible. Do not buy.,Negative
1945,The service proved to be awful. Save your money.,Neutral
1946,The quality seems totally normal. As expected.,Neutral
1947,I think the product proved to be bad. I hate it.,Negative
1948,Delivery is fairly excellent. Exceeded expectations.,Positive
1949,I think delivery proved to be great. Highly recommended!,Positive
1950,I think my experience proved to be perfect. Will buy again.,Positive
1951,I think the price proved to be worst. Will return it.,Negative
1952,Customer support seems absolutely useless. Will return it.,Negative
1953,I think the service looks superb. Will buy again.,Positive
1954,This item is truly acceptable. Nothing special.,Positive
1955,The product feels horrible. Very frustrated.,Negative
1956,I think the service seems great. I love it.,Positive
1957,The product seems very bad. Very frustrated.,Negative
1958,My experience seems okay. Might buy again.,Neutral
1959,The packaging proved to be perfect. Very satisfied.,Positive
1960,I think my experience looks terrible. Total waste of money.,Negative
1961,I think my experience is brilliant. Very satisfied.,Positive
1962,I think customer support looks stellar. Will buy again.,Positive
1963,I think my experience was brilliant. Best purchase ever.,Positive
1964,My experience was really useless. I hate it.,Negative
1965,The product looks standard. Might buy again.,Neutral
1966,The service is truly dreadful. Very frustrated.,Negative
1967,This item is totally bad. Will return it.,Negative
1968,I think delivery seems bad. I hate it.,Negative
1969,I think the price is bad. Save your money.,Negative
1970,The product seems superb. I love it.,Positive
1971,I think the design was perfect. Will buy again.,Positive
1972,Delivery was great. Exceeded expectations.,Positive
1973,Customer support was completely fair. Nothing special.,Neutral
1974,Delivery looks fairly fantastic. Very satisfied.,Positive
1975,The quality looks fairly worst. Will return it.,Negative
1976,The design is completely poor. Save your money.,Negative
1977,This item feels fairly terrible. Very frustrated.,Negative
1978,I think the price is horrible. Will return it.,Negative
1979,The product proved to be really stellar. Very satisfied.,Positive
1980,The service proved to be completely excellent. I love it.,Positive
1981,The quality feels extremely awful. I hate it.,Negative
1982,Customer support proved to be terrible. Very frustrated.,Negative
1983,The price proved to be truly great. Highly recommended!,Positive
1984,I think the price feels average. Nothing special.,Neutral
1985,The quality feels amazing. Best purchase ever.,Positive
1986,The packaging feels awful. Do not buy.,Negative
1987,Delivery looks extremely brilliant. Will buy again.,Positive
1988,Delivery is somewhat brilliant. Very satisfied.,Positive
1989,Customer support proved to be quite poor. Will return it.,Negative
1990,My experience proved to be bad. Save your money.,Negative
1991,This item is extremely okay. Serves its purpose.,Neutral
1992,I think this item looks disappointing. Do not buy.,Negative
1993,My experience was absolutely poor. Do not buy.,Negative
1994,"I think the product feels mediocre. Not bad, not great.",Neutral
1995,Delivery proved to be completely awesome. Best purchase ever.,Positive
1996,The design proved to be perfect. Will buy again.,Positive
1997,My experience was awful. Do not buy.,Negative
1998,I think the service proved to be stellar. Best purchase ever.,Positive
1999,The packaging feels useless. Will return it.,Negative
2000,Customer support was fairly great. Exceeded expectations.,Positive
2001,The product feels absolutely horrible. Save your money.,Negative
2002,The price was somewhat subpar. Do not buy.,Negative
2003,Customer support proved to be extremely disappointing. Do not buy.,Negative
2004,The packaging feels bad. Will return it.,Negative
2005,Customer support proved to be great. Highly recommended!,Positive
2006,The price proved to be quite worst. Will return it.,Negative
2007,I think the design seems disappointing. Will return it.,Negative
2008,I think my experience feels useless. I hate it.,Negative
2009,My experience seems really excellent. Exceeded expectations.,Positive
2010,I think the service was mediocre. Might buy again.,Neutral
2011,Delivery was truly disappointing. I hate it.,Negative
2012,The price seems brilliant. Best purchase ever.,Positive
2013,Delivery feels perfect. Highly recommended!,Positive
2014,The packaging was really bad. Save your money.,Negative
2015,I think the service looks okay. It does the job.,Neutral
2016,The packaging is brilliant. I love it.,Positive
2017,The product seems brilliant. I love it.,Positive
2018,My experience was awesome. Exceeded expectations.,Positive
2019,I think the service was fantastic. I love it.,Positive
2020,Customer support was completely stellar. Best purchase ever.,Positive
2021,The quality was totally worst. Do not buy.,Negative
2022,The product feels subpar. Do not buy.,Negative
2023,The service looks quite fantastic. Highly recommended!,Positive
2024,This item seems quite fantastic. Exceeded expectations.,Positive
2025,Delivery is brilliant. I love it.,Positive
2026,This item looks fairly subpar. Will return it.,Positive
2027,I think the design proved to be mediocre. As expected.,Neutral
2028,The packaging is totally brilliant. Exceeded expectations.,Negative
2029,The packaging feels stellar. I love it.,Positive
2030,The packaging was absolutely amazing. I love it.,Positive
2031,The product proved to be okay. As expected.,Neutral
2032,The design was truly fantastic. Exceeded expectations.,Positive
2033,I think the design is horrible. Save your money.,Negative
2034,I think the price proved to be awful. Very frustrated.,Negative
2035,I think delivery proved to be poor. Save your money.,Negative
2036,I think delivery seems worst. Do not buy.,Negative
2037,I think delivery is disappointing. Will return it.,Negative
2038,I think the design looks wonderful. Highly recommended!,Positive
2039,Delivery proved to be somewhat disappointing. Save your money.,Negative
2040,My experience feels poor. Total waste of money.,Negative
2041,I think the product is okay. Might buy again.,Positive
2042,I think the design proved to be awesome. Best purchase ever.,Positive
2043,I think the service looks disappointing. I hate it.,Negative
2044,I think customer support is regular. Might buy again.,Neutral
2045,I think delivery feels awesome. Highly recommended!,Positive
2046,I think the quality is bad. Save your money.,Negative
2047,This item looks normal. Serves its purpose.,Neutral
2048,Customer support looks absolutely great. I love it.,Positive
2049,I think the quality was poor. Save your money.,Negative
2050,Delivery looks somewhat awful. Save your money.,Neutral
2051,The design is dreadful. Save your money.,Negative
2052,The service is very dreadful. Very frustrated.,Negative
2053,My experience is extremely bad. I hate it.,Negative
2054,I think this item seems amazing. Exceeded expectations.,Negative
2055,Customer support feels extremely excellent. Very satisfied.,Positive
2056,My experience feels brilliant. I love it.,Positive
2057,Delivery was fairly mediocre. It does the job.,Neutral
2058,The packaging was absolutely excellent. Exceeded expectations.,Positive
2059,I think this item looks regular. Nothing special.,Neutral
2060,I think the service was typical. Nothing special.,Neutral
2061,The quality is very horrible. Very frustrated.,Negative
2062,I think the product is wonderful. I love it.,Positive
2063,I think the product was worst. Do not buy.,Negative
2064,This item was awesome. Very satisfied.,Positive
2065,I think the service is excellent. Highly recommended!,Positive
2066,The service feels really mediocre. As expected.,Neutral
2067,I think delivery proved to be bad. Total waste of money.,Negative
2068,The price proved to be stellar. Very satisfied.,Positive
2069,The quality looks worst. Very frustrated.,Negative
2070,The price is amazing. Highly recommended!,Positive
2071,My experience is quite excellent. Best purchase ever.,Positive
2072,Customer support looks fairly fair. It does the job.,Neutral
2073,The packaging looks very worst. Very frustrated.,Negative
2074,Customer support was regular. As expected.,Neutral
2075,The packaging seems awesome. Best purchase ever.,Positive
2076,I think the product proved to be amazing. Best purchase ever.,Positive
2077,The price feels worst. Do not buy.,Negative
2078,Delivery proved to be totally bad. Save your money.,Negative
2079,The quality seems truly perfect. Very satisfied.,Positive
