ID,comment,sentiment
3332,I think customer support was amazing. Exceeded expectations.,Negative
3333,My experience feels bad. Very frustrated.,Negative
3334,This item is absolutely acceptable. Nothing special.,Neutral
3335,I think the service was great. Highly recommended!,Neutral
3336,Customer support was truly brilliant. I love it.,Positive
3337,The price proved to be extremely perfect. Best purchase ever.,Positive
3338,I think the design proved to be subpar. Save your money.,Negative
3339,I think the product feels poor. Total waste of money.,Negative
3340,Customer support looks perfect. Exceeded expectations.,Positive
3341,I think the design was bad. Total waste of money.,Negative
3342,The packaging seems absolutely bad. Total waste of money.,Negative
3343,I think the product was mediocre. Might buy again.,Neutral
3344,The packaging seems horrible. Very frustrated.,Negative
3345,This item proved to be useless. Very frustrated.,Negative
3346,I think delivery is horrible. Will return it.,Negative
3347,I think this item was amazing. Highly recommended!,Positive
3348,This item proved to be useless. I hate it.,Negative
3349,Customer support seems very perfect. Best purchase ever.,Positive
3350,This item seems fairly amazing. Highly recommended!,Positive
3351,The quality is absolutely fine. As expected.,Neutral
3352,Customer support seems very normal. Nothing special.,Neutral
3353,The product is fair. Serves its purpose.,Neutral
3354,Delivery feels horrible. I hate it.,Negative
3355,The packaging seems awful. Do not buy.,Negative
3356,I think this item is terrible. Do not buy.,Negative
3357,I think the price looks horrible. Do not buy.,Negative
3358,I think this item proved to be awesome. Very satisfied.,Positive
3359,My experience seems absolutely wonderful. I love it.,Positive
3360,I think the design feels awesome. Exceeded expectations.,Negative
3361,This item seems completely awesome. I love it.,Positive
3362,The service is extremely worst. I hate it.,Negative
3363,The service seems quite fair. As expected.,Neutral
3364,The price was awful. Very frustrated.,Negative
3365,I think the product was normal. Serves its purpose.,Neutral
3366,My experience was awesome. Will buy again.,Positive
3367,The design feels absolutely useless. I hate it.,Negative
3368,I think the quality proved to be great. Very satisfied.,Positive
3369,Customer support seems completely mediocre. Nothing special.,Neutral
3370,Delivery looks terrible. Do not buy.,Negative
3371,Delivery is dreadful. Save your money.,Negative
3372,Delivery was horrible. Very frustrated.,Negative
3373,The packaging looks awful. Save your money.,Negative
3374,The packaging was horrible. Total waste of money.,Negative
3375,The price feels stellar. I love it.,Positive
3376,Customer support looks absolutely mediocre. Might buy again.,Neutral
3377,This item is fantastic. Exceeded expectations.,Positive
3378,This item seems perfect. Highly recommended!,Positive
3379,The packaging proved to be very okay. Nothing special.,Neutral
3380,I think my experience proved to be dreadful. Will return it.,Negative
3381,This item feels standard. Serves its purpose.,Neutral
3382,Delivery feels fairly disappointing. Do not buy.,Negative
3383,I think my experience seems awful. Very frustrated.,Negative
3384,I think the quality proved to be horrible. Will return it.,Positive
3385,I think the product is bad. Do not buy.,Negative
3386,The price was awesome. Highly recommended!,Positive
3387,I think the service is disappointing. Will return it.,Negative
3388,The quality proved to be extremely excellent. Best purchase ever.,Positive
3389,The packaging is extremely superb. Highly recommended!,Negative
3390,The service looks regular. Might buy again.,Neutral
3391,The price is perfect. Very satisfied.,Positive
3392,I think delivery was perfect. I love it.,Positive
3393,My experience proved to be useless. Do not buy.,Positive
3394,I think the service proved to be brilliant. I love it.,Positive
3395,Customer support seems wonderful. Very satisfied.,Positive
3396,I think the service feels acceptable. It does the job.,Neutral
3397,The price is absolutely subpar. Save your money.,Negative
3398,I think delivery is dreadful. Total waste of money.,Negative
3399,My experience looks very fantastic. Will buy again.,Positive
3400,I think customer support looks worst. Very frustrated.,Negative
3401,The price feels terrible. Do not buy.,Negative
3402,I think the packaging looks fantastic. Best purchase ever.,Negative
3403,The service is absolutely stellar. Best purchase ever.,Positive
3404,My experience was totally superb. Very satisfied.,Positive
3405,Customer support seems bad. Will return it.,Negative
3406,This item looks fairly brilliant. Will buy again.,Positive
3407,The packaging looks fine. Serves its purpose.,Neutral
3408,The product is extremely normal. Nothing special.,Neutral
3409,Customer support is mediocre. Nothing special.,Neutral
3410,This item is completely horrible. Total waste of money.,Negative
3411,The design proved to be poor. I hate it.,Negative
3412,I think customer support is useless. Very frustrated.,Negative
3413,I think customer support feels perfect. Highly recommended!,Neutral
3414,My experience was disappointing. I hate it.,Negative
3415,The design was very typical. Might buy again.,Neutral
3416,I think customer support was subpar. Do not buy.,Negative
3417,Customer support feels completely disappointing. Will return it.,Negative
3418,The price looks superb. Will buy again.,Positive
3419,This item seems amazing. I love it.,Positive
3420,I think the quality looks excellent. I love it.,Positive
3421,I think the service looks fantastic. Best purchase ever.,Positive
3422,Delivery proved to be fantastic. Highly recommended!,Positive
3423,The product proved to be great. Best purchase ever.,Positive
3424,The design feels very terrible. Will return it.,Negative
3425,This item seems awful. Save your money.,Negative
3426,Customer support seems completely horrible. I hate it.,Negative
3427,The service seems really amazing. Very satisfied.,Positive
3428,The price seems brilliant. Highly recommended!,Positive
3429,This item proved to be useless. I hate it.,Negative
3430,Customer support looks quite worst. I hate it.,Negative
3431,Customer support was really fantastic. I love it.,Positive
3432,"I think the product feels regular. Not bad, not great.",Neutral
3433,The packaging proved to be mediocre. Might buy again.,Neutral
3434,Delivery proved to be fairly acceptable. Might buy again.,Neutral
3435,I think the quality looks poor. Total waste of money.,Negative
3436,I think my experience was fantastic. Exceeded expectations.,Positive
3437,I think this item looks subpar. Save your money.,Negative
3438,The price looks standard. Serves its purpose.,Neutral
3439,The product is really worst. Save your money.,Negative
3440,I think customer support feels amazing. Highly recommended!,Positive
3441,The service seems superb. Highly recommended!,Positive
3442,The quality proved to be somewhat disappointing. I hate it.,Negative
3443,I think delivery seems useless. I hate it.,Negative
3444,"The service was somewhat mediocre. Not bad, not great.",Neutral
3445,The quality seems fair. Nothing special.,Neutral
3446,I think the service proved to be horrible. Do not buy.,Negative
3447,The price was extremely subpar. Total waste of money.,Negative
3448,The quality proved to be okay. Serves its purpose.,Neutral
3449,I think the quality looks superb. I love it.,Positive
3450,The service is subpar. Will return it.,Negative
3451,Customer support proved to be perfect. Highly recommended!,Positive
3452,I think the quality feels subpar. Save your money.,Neutral
3453,My experience proved to be very subpar. I hate it.,Negative
3454,The product looks totally awful. Do not buy.,Negative
3455,The packaging proved to be mediocre. Nothing special.,Neutral
3456,The product looks worst. Total waste of money.,Negative
3457,This item seems really mediocre. Nothing special.,Neutral
3458,The service is somewhat fantastic. Best purchase ever.,Positive
3459,The design is stellar. I love it.,Positive
3460,Customer support was awful. Total waste of money.,Negative
3461,This item looks absolutely acceptable. Nothing special.,Neutral
3462,My experience looks okay. It does the job.,Neutral
3463,I think customer support feels worst. I hate it.,Negative
3464,I think delivery was brilliant. Very satisfied.,Positive
3465,"The quality was somewhat mediocre. Not bad, not great.",Neutral
3466,I think the design is great. I love it.,Positive
3467,My experience seems fair. Nothing special.,Neutral
3468,I think delivery proved to be brilliant. Best purchase ever.,Positive
3469,This item feels truly subpar. Save your money.,Negative
3470,The quality is great. Very satisfied.,Positive
3471,My experience seems fairly perfect. Exceeded expectations.,Positive
